Customer_ID,City,Device_Brand,Plan,Tenure_Months,Repairs_Last_12M,Support_Contacts,Days_Since_Last_Service,Satisfaction_Score,Avg_Response_Hours,Annual_Spend,Warranty_Active,Discount_Used,Churn
C100894,Pune,Dell,Basic,12,4,0,77,2.2,8.4,5139.0,No,No,0
C100895,Delhi,Dell,Premium,29,2,1,46,3.2,2.5,7589.0,No,No,0
C100896,Mumbai,Acer,Basic,4,4,2,29,,8.9,4686.0,No,No,0
C100897,Mumbai,ASUS,Basic,4,1,2,31,2.4,14.2,2494.0,No,Yes,0
C100898,Hyderabad,ASUS,Standard,37,4,1,29,2.3,14.5,5545.0,Yes,No,0
C100899,Hyderabad,Acer,Basic,35,1,3,32,3.7,16.7,4462.0,No,No,0
C100900,Mumbai,HP,Basic,19,2,1,10,2.8,28.3,4515.0,No,Yes,1
C100901,Hyderabad,ASUS,Standard,30,3,1,38,2.2,30.5,5703.0,Yes,Yes,0
C100902,Hyderabad,Acer,Basic,19,2,1,35,4.4,38.1,6113.0,Yes,No,0
C100903,Bengaluru,Dell,Premium,14,3,4,24,2.9,1.8,4867.0,No,Yes,0
C100904,Pune,Dell,Premium,21,2,2,49,4.5,9.4,4685.0,Yes,No,0
C100905,Chennai,ASUS,Standard,15,4,3,52,3.5,25.0,8721.0,No,No,0
C100906,Delhi,HP,Standard,40,0,0,29,3.8,13.5,7081.0,No,No,0
C100907,Chennai,Acer,Standard,20,3,0,41,3.3,26.6,6384.0,Yes,Yes,0
C100908,Bengaluru,Dell,Premium,16,1,2,105,1.1,20.1,5049.0,No,No,1
C100909,Chennai,HP,Basic,26,4,2,104,2.5,33.8,2889.0,No,No,1
C100910,Hyderabad,HP,Basic,37,1,3,15,3.4,28.4,6942.0,Yes,No,0
C100911,Delhi,HP,Standard,14,3,1,19,3.8,28.6,5074.0,No,No,0
C100912,Bengaluru,Acer,Standard,46,2,0,15,1.9,13.9,3703.0,Yes,No,0
C100913,Chennai,ASUS,Basic,23,2,2,75,3.5,17.0,4338.0,No,Yes,1
C100914,Pune,ASUS,Standard,32,1,3,34,2.5,14.9,2964.0,Yes,No,0
C100915,Mumbai,Acer,Basic,46,1,0,52,3.7,2.9,6809.0,Yes,Yes,0
C100916,Chennai,HP,Premium,21,1,2,101,3.5,32.7,6098.0,No,No,0
C100917,Mumbai,ASUS,Basic,10,2,2,45,4.2,25.5,5145.0,Yes,Yes,0
C100918,Delhi,Lenovo,Basic,36,3,3,65,4.5,14.5,4719.0,Yes,No,0
C100919,Bengaluru,Lenovo,Basic,1,0,1,60,3.9,31.0,3507.0,Yes,No,0
C100920,Mumbai,Acer,Basic,22,1,3,29,4.3,11.7,800.0,No,Yes,1
C100921,Pune,Acer,Basic,48,1,5,75,3.2,1.0,2115.0,No,No,0
C100922,Mumbai,ASUS,Basic,20,4,3,21,5.0,28.1,3389.0,Yes,Yes,0
C100923,Chennai,Lenovo,Basic,33,1,2,83,2.4,5.2,3103.0,Yes,Yes,1
C100924,Hyderabad,Acer,Basic,26,2,1,29,3.0,16.0,5350.0,Yes,No,0
C100925,Bengaluru,Acer,Basic,11,1,3,32,4.3,20.1,6342.0,No,No,0
C100926,Pune,HP,Standard,16,1,3,15,4.2,21.9,4556.0,Yes,Yes,0
C100927,Mumbai,HP,Basic,26,4,0,19,3.9,26.5,7477.0,No,Yes,0
C100928,Bengaluru,Acer,Basic,6,2,3,33,4.1,23.8,3312.0,No,Yes,0
C100929,Chennai,Dell,Basic,20,2,5,1,1.6,23.5,4542.0,No,No,0
C100930,Mumbai,HP,Basic,20,4,3,38,4.9,10.1,4703.0,No,No,0
C100931,Mumbai,Acer,Basic,41,1,3,31,3.3,20.9,6875.0,Yes,Yes,0
C100932,Delhi,ASUS,Standard,6,3,2,67,4.6,2.9,5001.0,No,No,0
C100933,Bengaluru,Lenovo,Premium,41,3,1,57,1.7,33.6,5054.0,Yes,No,0
C100934,Mumbai,HP,Premium,20,2,4,25,3.7,4.0,1656.0,No,No,0
C100935,Chennai,Lenovo,Standard,32,1,2,32,3.0,14.5,3090.0,Yes,Yes,0
C100936,Pune,Acer,Standard,27,2,0,38,4.0,4.8,6882.0,Yes,No,0
C100937,Hyderabad,Lenovo,Basic,15,4,1,87,3.8,10.7,857.0,Yes,Yes,0
C100938,Hyderabad,Dell,Standard,45,1,2,22,3.8,18.1,7352.0,Yes,Yes,0
C100939,Chennai,Lenovo,Standard,11,1,3,25,2.5,12.7,5749.0,No,No,0
C100940,Mumbai,Lenovo,Premium,2,3,1,13,3.4,29.4,3380.0,No,No,0
C100941,Delhi,Acer,Premium,37,2,3,4,3.3,20.3,3219.0,Yes,Yes,0
C100942,Chennai,ASUS,Standard,30,3,2,54,3.9,13.4,8402.0,No,No,0
C100943,Pune,ASUS,Standard,43,2,3,51,4.4,16.7,7482.0,No,No,0
C100944,Chennai,Acer,Premium,22,1,2,81,3.6,30.2,4573.0,Yes,No,1
C100945,Hyderabad,HP,Basic,1,2,1,74,2.4,27.1,5056.0,Yes,No,1
C100946,Hyderabad,Lenovo,Premium,1,3,2,112,3.6,6.6,3572.0,No,No,1
C100947,Pune,Dell,Basic,21,1,3,43,5.0,11.2,5056.0,Yes,No,0
C100948,Hyderabad,ASUS,Premium,12,4,1,38,5.0,22.7,3520.0,No,Yes,0
C100949,Pune,ASUS,Standard,45,1,3,9,1.0,21.5,4651.0,Yes,No,0
C100950,Bengaluru,ASUS,Basic,6,4,1,65,3.6,7.5,8240.0,Yes,Yes,0
C100951,Hyderabad,HP,Standard,43,2,2,48,4.3,25.5,4618.0,No,No,0
C100952,Bengaluru,HP,Basic,11,3,2,63,3.3,,2809.0,No,Yes,0
C100953,Mumbai,ASUS,Standard,6,5,1,13,3.1,31.0,2204.0,No,No,0
C100954,Chennai,Lenovo,Standard,14,4,0,55,3.3,23.3,5042.0,Yes,No,1
C100955,Delhi,Acer,Standard,7,1,0,51,4.0,6.7,3354.0,No,Yes,0
C100956,Mumbai,Lenovo,Premium,20,0,3,49,2.5,12.7,5269.0,No,Yes,0
C100957,Chennai,Lenovo,Basic,16,6,3,26,4.6,12.5,1723.0,No,Yes,0
C100958,Mumbai,Acer,Basic,26,0,3,78,3.4,19.6,6111.0,No,No,1
C100959,Pune,ASUS,Standard,26,1,4,102,2.7,16.0,2786.0,No,Yes,1
C100960,Chennai,HP,Basic,1,0,3,14,4.5,6.5,4888.0,No,No,0
C100961,Hyderabad,ASUS,Standard,6,2,0,65,2.1,4.1,4157.0,No,No,1
C100962,Chennai,HP,Basic,8,3,0,1,3.0,23.5,8065.0,No,No,0
C100963,Pune,Lenovo,Standard,10,3,0,64,3.0,20.9,5126.0,No,No,0
C100964,Bengaluru,ASUS,Standard,5,1,2,1,5.0,19.1,8496.0,No,Yes,0
C100965,Pune,ASUS,Premium,16,1,2,30,2.9,20.7,5865.0,No,No,0
C100966,Mumbai,ASUS,Basic,27,1,3,8,1.6,11.8,7508.0,Yes,No,0
C100967,Mumbai,HP,Premium,15,0,1,39,3.0,19.8,4403.0,Yes,No,0
C100968,Bengaluru,ASUS,Standard,16,4,2,68,3.9,43.4,5456.0,Yes,No,1
C100969,Pune,ASUS,Basic,23,2,1,1,4.2,29.7,7115.0,No,Yes,0
C100970,Hyderabad,ASUS,Standard,27,4,3,35,,15.1,6519.0,Yes,No,0
C100971,Bengaluru,Dell,Standard,16,0,0,31,4.8,12.8,5809.0,Yes,No,0
C100972,Chennai,Acer,Basic,11,2,2,89,3.7,1.0,4177.0,No,Yes,0
C100973,Chennai,ASUS,Standard,20,2,1,57,2.7,28.7,4498.0,Yes,Yes,0
C100974,Chennai,Acer,Basic,2,0,2,12,5.0,25.9,6962.0,No,Yes,1
C100975,Hyderabad,HP,Basic,24,0,2,32,3.2,12.6,7357.0,No,No,0
C100976,Bengaluru,Acer,Standard,46,1,4,89,2.9,3.7,3674.0,Yes,Yes,0
C100977,Hyderabad,Dell,Standard,20,4,2,65,3.1,6.4,3387.0,Yes,No,0
C100978,Mumbai,Lenovo,Premium,6,3,0,19,2.4,22.4,3082.0,No,No,0
C100979,Chennai,Acer,Basic,34,1,4,38,3.1,17.1,6376.0,No,Yes,0
C100980,Mumbai,Lenovo,Premium,7,2,2,38,3.3,24.9,3034.0,Yes,Yes,0
C100981,Mumbai,Acer,Standard,10,0,1,30,4.2,18.9,6353.0,Yes,Yes,0
C100982,Delhi,HP,Premium,8,2,1,1,3.2,27.7,5837.0,No,No,0
C100983,Mumbai,Acer,Premium,43,2,1,26,2.4,21.7,3764.0,No,No,0
C100984,Mumbai,Acer,Basic,48,2,0,84,,26.3,7771.0,No,No,0
C100985,Mumbai,Acer,Standard,28,1,0,34,3.7,1.0,2022.0,Yes,No,0
C100986,Mumbai,HP,Basic,30,0,2,42,3.6,5.7,7953.0,No,No,0
C100987,Mumbai,HP,Premium,31,2,2,49,3.0,14.4,5406.0,No,Yes,0
C100988,Bengaluru,HP,Standard,30,2,0,107,3.1,28.8,860.0,Yes,No,1
C100989,Bengaluru,Lenovo,Basic,27,1,3,45,3.8,36.8,7825.0,No,No,1
C100990,Delhi,Lenovo,Premium,48,3,1,76,,16.4,6647.0,No,No,0
C100991,Chennai,HP,Basic,36,2,1,28,2.8,11.9,3986.0,No,Yes,0
C100992,Mumbai,Lenovo,Standard,5,1,3,38,3.6,1.0,2967.0,No,Yes,0
C100993,Bengaluru,HP,Standard,19,5,1,45,4.4,26.6,1819.0,Yes,No,0
C100994,Chennai,HP,Basic,47,2,1,23,2.8,12.5,9389.0,No,No,0
C100995,Mumbai,Acer,Standard,20,1,0,39,3.5,47.6,,Yes,Yes,0
C100996,Mumbai,ASUS,Premium,10,4,1,70,,10.6,2399.0,No,Yes,0
C100997,Mumbai,HP,Basic,42,1,2,23,2.3,39.1,5309.0,Yes,No,0
C100998,Chennai,ASUS,Standard,30,0,2,45,3.7,,1688.0,Yes,No,0
C100999,Pune,Lenovo,Basic,28,2,1,65,3.5,7.7,2935.0,No,No,0
C101000,Mumbai,Dell,Standard,21,0,1,22,4.0,20.3,6690.0,Yes,Yes,0
C101001,Delhi,HP,Basic,6,1,3,76,2.4,25.7,5682.0,No,Yes,1
C101002,Delhi,Dell,Premium,19,0,1,47,3.5,15.7,4066.0,Yes,No,0
C101003,Mumbai,Dell,Premium,21,1,3,40,4.7,26.4,4835.0,Yes,No,0
C101004,Pune,HP,Basic,45,3,2,1,5.0,26.2,3959.0,Yes,Yes,0
C101005,Hyderabad,Lenovo,Basic,15,1,4,35,4.7,24.0,4682.0,Yes,No,0
C101006,Pune,Acer,Standard,8,2,3,55,2.4,17.8,3353.0,Yes,No,1
C101007,Pune,Dell,Standard,21,1,0,94,3.9,6.3,3698.0,Yes,No,0
C101008,Mumbai,ASUS,Standard,48,1,1,61,3.1,17.2,3640.0,No,Yes,0
C101009,Delhi,HP,Basic,24,4,0,77,3.8,19.8,3421.0,No,No,0
C101010,Mumbai,Dell,Basic,19,5,2,11,2.8,1.0,6783.0,Yes,No,0
C101011,Bengaluru,Acer,Premium,33,1,5,41,2.0,19.7,6263.0,Yes,No,0
C101012,Delhi,Acer,Standard,32,1,5,79,3.2,17.0,3029.0,Yes,Yes,1
C101013,Bengaluru,Acer,Premium,15,0,2,20,4.2,5.0,2531.0,Yes,Yes,0
C101014,Bengaluru,Dell,Standard,47,4,3,72,3.8,14.7,4501.0,Yes,Yes,0
C101015,Mumbai,Dell,Premium,29,4,1,66,3.9,14.9,8895.0,No,No,0
C101016,Pune,HP,Basic,3,4,1,53,,37.3,2847.0,No,No,0
C101017,Chennai,Lenovo,Basic,20,3,3,36,3.9,20.2,4494.0,No,Yes,0
C101018,Chennai,ASUS,Premium,45,2,1,17,4.0,28.4,4969.0,No,No,0
C101019,Hyderabad,HP,Premium,19,3,2,95,3.3,16.8,4594.0,No,Yes,0
C101020,Hyderabad,Dell,Basic,28,3,4,63,3.6,1.0,3929.0,Yes,No,1
C101021,Hyderabad,ASUS,Basic,30,2,2,55,5.0,24.7,6995.0,Yes,No,0
C101022,Hyderabad,Dell,Standard,34,1,3,33,3.6,11.4,5663.0,No,No,0
C101023,Pune,Dell,Standard,42,0,5,46,3.5,14.6,6407.0,Yes,No,0
C101024,Pune,Lenovo,Basic,8,2,4,50,3.6,7.5,5920.0,Yes,No,0
C101025,Delhi,Lenovo,Premium,25,4,3,56,3.3,18.7,6499.0,No,Yes,1
C101026,Hyderabad,Acer,Basic,26,1,1,66,,28.7,7810.0,Yes,No,0
C101027,Hyderabad,ASUS,Standard,8,2,2,23,3.7,27.3,,Yes,Yes,0
C101028,Bengaluru,ASUS,Basic,33,0,0,4,3.0,33.9,9217.0,No,Yes,0
C101029,Mumbai,HP,Basic,6,1,2,47,3.4,35.3,7113.0,Yes,No,0
C101030,Chennai,ASUS,Standard,22,3,0,1,,1.0,3528.0,Yes,No,0
C101031,Chennai,Acer,Basic,16,1,1,36,3.6,6.1,6410.0,Yes,No,0
C101032,Bengaluru,Dell,Standard,8,2,1,31,4.0,1.0,6150.0,Yes,Yes,0
C101033,Delhi,ASUS,Basic,40,1,2,59,3.3,24.3,8449.0,No,Yes,0
C101034,Bengaluru,Dell,Premium,12,1,1,101,1.7,11.1,2962.0,No,Yes,0
C101035,Hyderabad,Lenovo,Standard,13,1,1,1,4.0,13.1,5860.0,Yes,No,0
C101036,Delhi,Acer,Premium,42,2,0,109,3.6,15.8,3506.0,Yes,No,0
C101037,Pune,HP,Basic,43,4,2,38,2.6,21.8,5774.0,Yes,No,0
C101038,Hyderabad,HP,Basic,2,1,0,55,4.2,3.1,4392.0,No,No,0
C101039,Chennai,Lenovo,Basic,14,4,5,5,,5.4,5711.0,Yes,No,0
C101040,Delhi,ASUS,Standard,35,1,2,73,4.4,18.0,2120.0,Yes,Yes,0
C101041,Delhi,HP,Basic,38,2,1,46,3.4,30.0,6307.0,No,No,0
C101042,Pune,Acer,Basic,48,5,0,43,1.5,17.7,5192.0,No,No,0
C101043,Chennai,Lenovo,Basic,27,4,1,1,3.7,10.1,5089.0,No,No,1
C101044,Chennai,Dell,Basic,1,0,3,47,3.1,1.0,8505.0,No,No,0
C101045,Delhi,Acer,Standard,42,2,2,69,3.0,27.5,4073.0,No,Yes,0
C101046,Hyderabad,ASUS,Basic,8,1,1,38,2.8,10.6,5450.0,No,Yes,1
C101047,Bengaluru,Lenovo,Basic,6,3,2,78,3.4,6.5,4991.0,No,No,0
C101048,Mumbai,Dell,Standard,33,1,2,77,3.1,1.0,5176.0,Yes,No,0
C101049,Delhi,Dell,Standard,29,0,1,27,1.8,3.6,9021.0,Yes,No,0
C101050,Hyderabad,Lenovo,Basic,3,1,1,90,4.6,8.4,4921.0,Yes,No,0
C101051,Mumbai,Lenovo,Standard,9,1,2,46,3.3,15.6,3722.0,No,Yes,1
C101052,Chennai,Lenovo,Standard,29,0,4,46,2.8,5.9,8355.0,No,No,0
C101053,Mumbai,HP,Basic,13,2,2,48,2.5,19.9,4215.0,No,No,0
C101054,Pune,Lenovo,Standard,33,1,3,47,4.2,15.5,1750.0,Yes,Yes,0
C101055,Hyderabad,HP,Premium,20,2,3,1,2.3,40.2,3392.0,No,No,0
C101056,Pune,Acer,Standard,29,0,0,40,3.6,1.0,2431.0,Yes,No,0
C101057,Chennai,Acer,Premium,23,4,2,7,3.0,19.6,1380.0,Yes,Yes,0
C101058,Delhi,Acer,Standard,18,5,2,91,3.0,19.7,4110.0,No,Yes,0
C101059,Chennai,Dell,Basic,17,5,1,89,2.5,,4667.0,No,No,0
C101060,Bengaluru,ASUS,Standard,34,2,2,69,2.9,19.0,7043.0,No,No,0
C101061,Delhi,Dell,Standard,25,1,3,38,3.5,25.7,5996.0,Yes,No,0
C101062,Delhi,ASUS,Premium,29,4,1,17,3.7,19.0,,Yes,Yes,0
C101063,Hyderabad,Dell,Standard,28,3,0,27,2.8,31.8,3103.0,Yes,Yes,0
C101064,Delhi,Lenovo,Basic,10,3,3,99,3.4,1.0,6481.0,Yes,No,1
C101065,Delhi,Dell,Standard,44,2,2,26,4.3,9.6,,No,Yes,0
C101066,Chennai,Dell,Basic,28,1,2,1,2.0,32.8,5550.0,Yes,Yes,0
C101067,Pune,Acer,Standard,35,1,1,74,3.5,27.1,5603.0,Yes,No,1
C101068,Mumbai,Acer,Standard,43,3,2,87,2.6,23.4,2397.0,Yes,Yes,0
C101069,Chennai,Dell,Standard,45,3,0,91,2.6,30.3,6803.0,No,No,0
C101070,Hyderabad,ASUS,Premium,33,3,0,74,3.7,1.0,8184.0,No,No,0
C101071,Delhi,HP,Standard,38,1,1,79,3.0,26.0,5414.0,Yes,No,1
C101072,Bengaluru,HP,Standard,23,4,0,46,2.4,28.6,3671.0,Yes,No,0
C101073,Delhi,HP,Standard,36,6,1,1,4.7,11.4,4492.0,No,Yes,0
C101074,Mumbai,Lenovo,Premium,16,2,1,46,4.3,44.3,4001.0,No,No,0
C101075,Chennai,Dell,Premium,35,3,3,62,1.8,20.0,4115.0,Yes,No,1
C101076,Hyderabad,Lenovo,Basic,5,2,2,41,2.2,1.0,6031.0,Yes,Yes,0
C101077,Delhi,HP,Standard,44,1,2,40,4.0,21.8,5331.0,No,No,0
C101078,Hyderabad,Dell,Basic,12,3,2,18,3.2,10.8,6707.0,No,Yes,0
C101079,Chennai,HP,Premium,32,3,2,17,4.9,29.6,5505.0,Yes,Yes,0
C101080,Pune,Acer,Standard,1,3,0,96,4.1,23.5,3158.0,Yes,No,0
C101081,Pune,Acer,Standard,8,2,4,97,3.8,12.0,3849.0,Yes,No,1
C101082,Pune,HP,Basic,48,5,2,45,2.6,33.0,3731.0,Yes,Yes,0
C101083,Pune,HP,Basic,41,2,3,53,3.9,27.4,4446.0,Yes,Yes,0
C101084,Mumbai,Acer,Standard,11,2,2,18,2.4,9.7,8210.0,Yes,Yes,0
C101085,Bengaluru,Acer,Basic,7,2,2,63,,16.5,8514.0,Yes,No,0
C101086,Pune,ASUS,Basic,40,3,1,94,3.9,23.2,6390.0,Yes,No,0
C101087,Delhi,ASUS,Premium,48,2,3,2,2.8,14.4,5026.0,No,Yes,0
C101088,Pune,ASUS,Standard,9,1,1,58,4.2,14.7,2213.0,Yes,No,0
C101089,Mumbai,ASUS,Basic,32,1,1,60,5.0,18.4,5218.0,No,No,0
C101090,Hyderabad,Lenovo,Basic,14,3,2,60,3.3,7.3,3299.0,Yes,No,0
C101091,Mumbai,HP,Premium,36,1,0,91,4.0,1.0,7898.0,No,No,0
C101092,Chennai,HP,Standard,21,4,2,102,3.1,20.4,1748.0,No,No,1
C101093,Pune,HP,Standard,7,1,0,38,3.6,1.0,5531.0,No,No,0
C101094,Chennai,Acer,Basic,16,3,0,64,2.1,8.1,3139.0,Yes,No,0
C101095,Bengaluru,Acer,Basic,26,2,0,47,3.5,1.0,4782.0,Yes,Yes,0
C101096,Hyderabad,ASUS,Basic,39,0,3,27,3.5,1.5,6066.0,No,Yes,0
C101097,Pune,Dell,Standard,2,1,0,53,5.0,22.3,6742.0,Yes,Yes,0
C101098,Delhi,Lenovo,Basic,46,1,1,64,1.9,15.8,4685.0,Yes,No,0
C101099,Hyderabad,HP,Basic,32,2,1,51,3.2,15.4,6246.0,Yes,Yes,0
C101100,Chennai,ASUS,Standard,43,3,1,20,4.7,4.8,,No,No,0
C101101,Chennai,HP,Premium,45,3,1,32,3.3,11.4,5267.0,No,Yes,0
C101102,Chennai,Dell,Standard,8,4,1,32,3.3,21.8,6704.0,Yes,No,0
C101103,Pune,Lenovo,Standard,5,4,2,21,2.8,17.5,,No,Yes,0
C101104,Hyderabad,ASUS,Standard,38,2,1,54,2.7,26.2,3794.0,No,No,1
C101105,Bengaluru,ASUS,Standard,10,4,2,57,1.9,27.7,4270.0,Yes,No,0
C101106,Bengaluru,Dell,Basic,8,3,1,72,2.9,15.5,6730.0,Yes,No,0
C101107,Bengaluru,HP,Standard,23,3,0,21,,1.0,2725.0,Yes,No,0
C101108,Pune,Dell,Standard,44,6,2,29,3.6,10.4,3006.0,No,No,0
C101109,Pune,HP,Standard,39,1,3,89,2.8,17.0,5943.0,No,No,0
C101110,Hyderabad,Lenovo,Premium,25,2,3,40,3.1,10.2,3966.0,No,No,0
C101111,Mumbai,HP,Premium,10,3,5,46,3.1,7.5,2039.0,No,No,0
C101112,Bengaluru,Dell,Basic,17,4,2,40,3.5,18.7,7367.0,Yes,No,1
C101113,Bengaluru,Lenovo,Standard,34,0,3,77,3.0,,2711.0,No,No,1
C101114,Bengaluru,Dell,Basic,8,4,2,78,2.5,13.1,4421.0,No,No,0
C101115,Bengaluru,HP,Basic,26,1,1,76,3.6,18.0,3623.0,No,No,0
C101116,Chennai,Dell,Basic,1,2,2,46,4.5,4.9,4234.0,Yes,No,0
C101117,Pune,Dell,Basic,16,3,1,21,,30.4,3119.0,Yes,No,1
C101118,Mumbai,Lenovo,Standard,12,2,2,99,3.0,26.7,6157.0,Yes,Yes,0
C101119,Delhi,ASUS,Standard,33,1,2,69,3.4,26.1,5011.0,Yes,Yes,0
C101120,Chennai,Acer,Premium,44,3,1,32,1.7,31.6,6669.0,No,No,0
C101121,Hyderabad,Dell,Basic,8,2,0,85,3.4,13.7,3643.0,No,No,0
C101122,Hyderabad,Dell,Basic,39,3,2,30,3.1,15.0,8853.0,No,No,0
C101123,Bengaluru,HP,Standard,32,3,2,84,2.7,35.1,1181.0,Yes,No,1
C101124,Bengaluru,Acer,Basic,47,1,2,86,2.8,24.3,1788.0,Yes,No,0
C101125,Pune,Acer,Basic,44,2,2,19,3.1,1.0,8131.0,Yes,Yes,0
C101126,Pune,ASUS,Premium,5,1,2,61,4.4,22.5,5701.0,No,No,0
C101127,Pune,HP,Basic,36,3,2,67,4.5,12.2,5449.0,No,Yes,0
C101128,Mumbai,Dell,Basic,29,1,2,118,2.7,27.0,5619.0,No,No,1
C101129,Mumbai,Dell,Standard,6,1,2,24,3.0,22.1,5885.0,No,No,0
C101130,Mumbai,Dell,Standard,13,3,1,85,3.1,1.0,5370.0,No,Yes,0
C101131,Chennai,Dell,Standard,45,3,4,45,4.2,20.7,2965.0,Yes,No,0
C101132,Delhi,ASUS,Basic,27,0,1,10,3.6,20.1,6355.0,Yes,No,0
C101133,Delhi,HP,Premium,17,3,1,42,3.6,21.6,6055.0,Yes,Yes,0
C101134,Delhi,ASUS,Basic,16,2,2,45,4.0,23.8,7514.0,Yes,No,1
C101135,Mumbai,Lenovo,Standard,41,1,1,15,,33.0,8152.0,No,No,0
C101136,Hyderabad,Lenovo,Standard,14,2,0,54,4.7,22.1,5428.0,Yes,No,0
C101137,Delhi,Lenovo,Premium,8,1,2,72,3.5,18.2,2468.0,No,Yes,0
C101138,Chennai,ASUS,Basic,28,1,2,52,2.7,29.5,8168.0,No,Yes,0
C101139,Delhi,Dell,Standard,48,4,3,30,3.3,40.4,2866.0,No,No,0
C101140,Mumbai,Dell,Basic,9,5,2,41,4.6,27.2,5442.0,No,Yes,0
C101141,Pune,Lenovo,Basic,13,3,0,45,3.1,20.1,4312.0,Yes,Yes,0
C101142,Chennai,HP,Basic,23,5,1,51,4.4,22.3,3982.0,No,No,1
C101143,Pune,Lenovo,Standard,10,2,6,76,2.9,20.6,6252.0,Yes,No,0
C101144,Pune,Acer,Basic,32,3,1,53,2.8,18.2,5264.0,No,No,0
C101145,Bengaluru,Lenovo,Standard,13,4,1,6,4.1,39.7,5775.0,No,No,0
C101146,Chennai,HP,Basic,7,1,0,29,2.7,10.5,3250.0,Yes,Yes,0
C101147,Mumbai,HP,Premium,13,0,1,50,4.2,29.5,4469.0,Yes,Yes,0
C101148,Delhi,Acer,Premium,45,1,1,76,3.8,16.7,3338.0,No,No,0
C101149,Delhi,HP,Basic,45,1,2,81,2.7,3.2,4422.0,No,No,0
C101150,Pune,Lenovo,Basic,25,2,1,95,3.4,16.1,4574.0,No,Yes,0
C101151,Chennai,Lenovo,Basic,20,2,0,49,3.0,12.5,8304.0,Yes,No,0
C101152,Mumbai,Acer,Premium,40,0,1,66,3.8,23.8,4307.0,No,Yes,0
C101153,Chennai,Acer,Basic,10,2,2,4,5.0,18.9,800.0,No,No,0
C101154,Pune,Lenovo,Standard,32,1,2,57,3.2,7.8,7451.0,Yes,No,0
C101155,Bengaluru,HP,Standard,33,1,0,15,4.0,32.7,5654.0,No,No,0
C101156,Mumbai,HP,Standard,35,2,0,43,3.5,28.9,4551.0,No,Yes,0
C101157,Hyderabad,Lenovo,Standard,11,2,1,130,3.5,33.9,3969.0,No,Yes,0
C101158,Pune,HP,Standard,35,1,2,53,3.4,20.4,3001.0,Yes,No,0
C101159,Chennai,Acer,Premium,30,3,1,21,2.7,17.6,8482.0,Yes,No,0
C101160,Chennai,HP,Basic,43,2,1,56,3.8,25.0,4899.0,No,No,0
C101161,Mumbai,Acer,Premium,9,3,2,31,3.2,12.2,1498.0,No,Yes,0
C101162,Chennai,Acer,Basic,30,1,1,18,2.7,19.3,5423.0,Yes,No,0
C101163,Pune,ASUS,Standard,40,2,5,104,4.4,16.2,7092.0,No,Yes,1
C101164,Mumbai,Dell,Premium,14,2,5,75,3.6,3.4,5097.0,Yes,Yes,0
C101165,Mumbai,Acer,Standard,36,1,0,55,3.3,19.3,3087.0,No,Yes,0
C101166,Hyderabad,Dell,Standard,5,0,3,34,4.7,13.6,2917.0,Yes,Yes,0
C101167,Hyderabad,HP,Basic,35,0,2,36,1.8,15.6,3057.0,Yes,Yes,0
C101168,Chennai,Dell,Standard,30,5,2,88,4.6,21.6,7691.0,No,Yes,1
C101169,Pune,Dell,Basic,10,4,0,54,2.7,30.7,4664.0,Yes,No,1
C101170,Pune,Dell,Standard,4,3,3,1,3.7,9.5,1610.0,No,No,0
C101171,Mumbai,Dell,Standard,36,4,0,113,3.0,14.6,5530.0,No,No,1
C101172,Mumbai,ASUS,Basic,12,2,4,50,2.7,10.3,,Yes,Yes,0
C101173,Chennai,Dell,Basic,24,2,1,55,4.7,9.7,3947.0,No,No,1
C101174,Bengaluru,HP,Basic,3,1,4,75,5.0,12.1,2861.0,No,Yes,0
C101175,Hyderabad,Acer,Basic,47,2,0,58,3.3,16.0,2779.0,No,Yes,0
C101176,Chennai,ASUS,Basic,27,5,2,66,3.8,23.9,6865.0,No,No,1
C101177,Bengaluru,ASUS,Premium,45,4,1,33,3.6,21.2,5270.0,Yes,No,0
C101178,Bengaluru,Dell,Standard,8,1,2,11,,7.4,5709.0,Yes,No,0
C101179,Bengaluru,ASUS,Basic,10,3,3,53,1.6,30.9,5265.0,Yes,No,1
C101180,Hyderabad,Acer,Standard,30,1,0,85,3.8,27.4,5423.0,No,Yes,0
C101181,Mumbai,Dell,Premium,30,2,5,27,2.8,9.0,3910.0,Yes,Yes,1
C101182,Pune,Lenovo,Basic,38,2,2,25,1.4,30.2,4409.0,Yes,No,0
C101183,Delhi,ASUS,Basic,45,2,0,79,3.2,21.3,7013.0,No,Yes,0
C101184,Chennai,HP,Basic,40,2,3,32,5.0,16.4,7488.0,Yes,Yes,0
C101185,Chennai,Dell,Basic,7,2,1,34,2.9,21.6,2478.0,No,Yes,0
C101186,Bengaluru,ASUS,Standard,15,6,3,35,4.2,17.7,4404.0,Yes,No,0
C101187,Hyderabad,ASUS,Premium,44,2,2,43,4.6,23.5,6395.0,Yes,Yes,0
C101188,Mumbai,ASUS,Basic,27,1,3,1,3.5,19.9,8376.0,Yes,Yes,0
C101189,Mumbai,ASUS,Standard,42,1,1,30,3.6,14.6,8186.0,Yes,No,0
C101190,Hyderabad,ASUS,Basic,28,3,2,51,2.0,1.0,3288.0,No,No,1
C101191,Chennai,Lenovo,Standard,3,3,3,51,,23.3,7223.0,Yes,No,0
C101192,Bengaluru,Dell,Standard,23,1,1,77,4.3,14.3,4911.0,No,No,0
